customer_id,booking_id,customer_name,country,booking_date,check_in,check_out,nights,season,room_type,room_number,view,balcony_type,room_amenities,nightly_rate_eur,adults,children,booking_channel,payment_method,booking_status,total_revenue_eur
CUST-00793,BOOK-00793,Emma Kowalski,Germany,2025-06-18,2025-11-16,2025-11-21,5,Winter,Superior Family Room,SF-09,Slope view,Balcony,French balcony or balcony,170,2,0,Booking.com,Invoice,Completed,850
CUST-00794,BOOK-00794,Felix Karlsson,Canada,2026-02-09,2026-04-23,2026-04-27,4,Winter,Standard Room,SR-10,Forest view,Balcony,French balcony or balcony,100,3,0,Direct website,Online payment,Completed,400
CUST-00795,BOOK-00795,Lucas Rossi,Norway,2025-10-09,2025-10-30,2025-11-04,5,Shoulder,Standard View Room,SV-25,Forest view,Balcony,French balcony or balcony,120,1,0,Booking.com,Invoice,Completed,600
CUST-00796,BOOK-00796,Elsa Smith,Estonia,2025-09-25,2025-12-15,2025-12-17,2,Winter,Standard Room,SR-32,Slope view,Balcony,French balcony or balcony,100,3,1,Direct website,Debit card,No-show,0
CUST-00797,BOOK-00797,Adam Järvinen,Austria,2025-08-02,2025-09-21,2025-09-28,7,Shoulder,Standard View Room,SV-07,Slope view,French balcony,French balcony or balcony,120,2,0,Expedia,Credit card,No-show,0
CUST-00798,BOOK-00798,Elias Novak,United States,2025-06-27,2025-08-15,2025-08-19,4,Summer,Standard Room,SR-12,Slope view,Balcony,French balcony or balcony,95,1,1,Travel agency,Online payment,Completed,380
CUST-00799,BOOK-00799,Lucas Laine,Austria,2025-06-06,2025-10-14,2025-10-16,2,Shoulder,Standard View Room,SV-23,Forest view,Balcony,French balcony or balcony,120,2,0,Expedia,Online payment,Cancelled,0
CUST-00800,BOOK-00800,Ava Salminen,France,2025-04-07,2025-07-21,2025-07-22,1,Summer,Standard View Room,SV-01,Forest view,French balcony,French balcony or balcony,120,2,0,Travel agency,Invoice,Cancelled,0
CUST-00801,BOOK-00801,Eetu Virtanen,Sweden,2025-02-27,2025-07-26,2025-07-31,5,Summer,Superior Room,SU-03,Forest view,Balcony,French balcony or balcony,140,2,0,Expedia,Debit card,Completed,700
CUST-00802,BOOK-00802,Nora Bianchi,Italy,2025-12-07,2026-04-14,2026-04-19,5,Winter,Standard View Room,SV-16,Slope view,French balcony,French balcony or balcony,120,2,0,Phone,Online payment,Completed,600
CUST-00803,BOOK-00803,Hugo Bianchi,Spain,2025-10-06,2026-04-02,2026-04-05,3,Winter,Standard Room,SR-44,Forest view,French balcony,French balcony or balcony,100,2,1,Booking.com,Debit card,No-show,0
CUST-00804,BOOK-00804,Isla Koskinen,Finland,2025-10-02,2025-11-18,2025-11-25,7,Winter,Standard Room,SR-08,Forest view,Balcony,French balcony or balcony,100,4,0,Direct website,Online payment,Cancelled,0
CUST-00805,BOOK-00805,Eetu Virtanen,Finland,2025-09-04,2026-01-29,2026-02-02,4,Winter,Standard View Room,SV-01,Forest view,Balcony,French balcony or balcony,120,3,0,Booking.com,Debit card,Cancelled,0
CUST-00806,BOOK-00806,Julia Bianchi,Belgium,2025-02-28,2025-07-19,2025-07-21,2,Summer,Superior Family Room,SF-10,Forest view,Balcony,French balcony or balcony,170,3,0,Travel agency,Credit card,Cancelled,0
CUST-00807,BOOK-00807,Hugo Mäkinen,Italy,2025-06-04,2025-11-28,2025-12-01,3,Winter,Standard Room,SR-25,Forest view,French balcony,French balcony or balcony,100,2,0,Booking.com,Debit card,No-show,0
CUST-00808,BOOK-00808,Samuel Järvinen,Norway,2025-10-10,2025-11-30,2025-12-04,4,Winter,Standard Room,SR-17,Forest view,Balcony,French balcony or balcony,100,3,2,Phone,Invoice,Cancelled,0
CUST-00809,BOOK-00809,Amelia Miller,Poland,2025-12-15,2026-02-25,2026-02-27,2,Winter,Sky Suite,SS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Phone,Online payment,Completed,596
CUST-00810,BOOK-00810,Sara Mäkinen,Finland,2025-12-02,2026-04-10,2026-04-12,2,Winter,Superior Family Room,SF-06,Slope view,French balcony,French balcony or balcony,170,2,0,Expedia,Debit card,Completed,340
CUST-00811,BOOK-00811,Alma Virtanen,France,2025-08-21,2025-11-03,2025-11-07,4,Winter,Standard Room,SR-23,Forest view,French balcony,French balcony or balcony,100,1,0,Travel agency,Online payment,Completed,400
CUST-00812,BOOK-00812,Sara Santos,Germany,2026-04-11,2026-05-05,2026-05-11,6,Shoulder,Standard Room,SR-10,Forest view,Balcony,French balcony or balcony,100,2,1,Travel agency,Credit card,Completed,600
CUST-00813,BOOK-00813,Olivia Andersen,Austria,2025-09-30,2025-10-27,2025-10-30,3,Shoulder,Standard View Room,SV-07,Slope view,Balcony,French balcony or balcony,120,4,0,Booking.com,Invoice,Completed,360
CUST-00814,BOOK-00814,Linnea Laine,Poland,2025-12-22,2026-05-14,2026-05-21,7,Shoulder,Superior Family Room,SF-10,Forest view,French balcony,French balcony or balcony,170,2,0,Corporate,Invoice,Completed,1190
CUST-00815,BOOK-00815,Sofia Laine,United States,2025-09-09,2026-03-07,2026-03-09,2,Winter,Superior Family Room,SF-07,Slope view,Balcony,French balcony or balcony,170,2,1,Expedia,Invoice,Cancelled,0
CUST-00816,BOOK-00816,Elias Kowalski,Finland,2025-08-12,2025-11-29,2025-12-03,4,Winter,Standard View Room,SV-27,Forest view,French balcony,French balcony or balcony,120,3,1,Expedia,Debit card,Cancelled,0
CUST-00817,BOOK-00817,Sara Virtanen,Austria,2026-02-19,2026-03-25,2026-03-29,4,Winter,Standard Room,SR-17,Forest view,Balcony,French balcony or balcony,100,3,0,Corporate,Invoice,No-show,0
CUST-00818,BOOK-00818,Mikael Wilson,Denmark,2025-04-13,2025-06-28,2025-06-30,2,Summer,Standard Room,SR-17,Forest view,Balcony,French balcony or balcony,95,3,2,Direct website,Credit card,Completed,190
CUST-00819,BOOK-00819,Nora Novak,Germany,2025-06-26,2025-09-13,2025-09-17,4,Shoulder,Standard View Room,SV-12,Slope view,Balcony,French balcony or balcony,120,3,2,Travel agency,Debit card,Completed,480
CUST-00820,BOOK-00820,Elsa Mäkinen,Netherlands,2025-06-05,2025-07-29,2025-07-31,2,Summer,Standard Room,SR-31,Forest view,French balcony,French balcony or balcony,95,2,1,Travel agency,Invoice,Completed,190
CUST-00821,BOOK-00821,Matti Müller,Italy,2025-01-22,2025-06-29,2025-07-06,7,Summer,Standard Room,SR-40,Forest view,Balcony,French balcony or balcony,95,3,1,Travel agency,Debit card,Completed,665
CUST-00822,BOOK-00822,Emma Smith,France,2025-12-20,2026-04-22,2026-04-23,1,Winter,Standard Room,SR-24,Slope view,Balcony,French balcony or balcony,100,2,1,Corporate,Invoice,Completed,100
CUST-00823,BOOK-00823,Alma Andersen,Poland,2025-10-28,2025-12-06,2025-12-11,5,Winter,Standard View Room,SV-39,Forest view,French balcony,French balcony or balcony,120,2,0,Travel agency,Credit card,Completed,600
CUST-00824,BOOK-00824,Theo Virtanen,Belgium,2026-02-16,2026-03-25,2026-03-28,3,Winter,Superior Room,SU-18,Slope view,Balcony,French balcony or balcony,140,4,0,Direct website,Debit card,No-show,0
CUST-00825,BOOK-00825,Elsa Hansen,Norway,2025-10-16,2025-12-01,2025-12-05,4,Winter,Deluxe Room,DR-02,Slope view,French balcony,Bathtub and sauna; French balcony or balcony,200,2,1,Expedia,Invoice,Completed,800
CUST-00826,BOOK-00826,Emilia Kowalski,Canada,2025-05-05,2025-08-11,2025-08-14,3,Summer,Superior Family Room,SF-09,Slope view,Balcony,French balcony or balcony,170,2,0,Phone,Online payment,Cancelled,0
CUST-00827,BOOK-00827,Laura Wilson,Austria,2025-07-18,2025-08-06,2025-08-11,5,Summer,Standard View Room,SV-12,Slope view,French balcony,French balcony or balcony,120,1,1,Booking.com,Credit card,Completed,600
CUST-00828,BOOK-00828,Nora Silva,Netherlands,2026-04-09,2026-05-07,2026-05-09,2,Shoulder,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Travel agency,Credit card,Completed,596
CUST-00829,BOOK-00829,Theo Silva,Belgium,2025-01-26,2025-07-02,2025-07-06,4,Summer,Standard Room,SR-11,Slope view,French balcony,French balcony or balcony,95,4,0,Phone,Invoice,Completed,380
CUST-00830,BOOK-00830,Ava Saarinen,Canada,2025-08-19,2025-12-11,2025-12-13,2,Winter,Superior Room,SU-17,Slope view,Balcony,French balcony or balcony,140,2,1,Travel agency,Debit card,Completed,280
CUST-00831,BOOK-00831,Lucas Virtanen,Germany,2025-07-12,2025-07-15,2025-07-19,4,Summer,Superior Room,SU-19,Slope view,Balcony,French balcony or balcony,140,3,0,Direct website,Online payment,Completed,560
CUST-00832,BOOK-00832,Julia Järvinen,France,2025-04-08,2025-09-03,2025-09-08,5,Shoulder,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Corporate,Debit card,No-show,0
CUST-00833,BOOK-00833,Felix Nieminen,Germany,2025-02-21,2025-07-05,2025-07-09,4,Summer,Superior Room,SU-15,Forest view,Balcony,French balcony or balcony,140,2,0,Direct website,Online payment,Completed,560
CUST-00834,BOOK-00834,Olivia Rossi,Belgium,2025-05-24,2025-06-12,2025-06-15,3,Summer,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,4,0,Corporate,Debit card,Completed,894
CUST-00835,BOOK-00835,Leo Brown,Denmark,2025-09-23,2026-02-21,2026-02-28,7,Winter,Standard View Room,SV-31,Forest view,Balcony,French balcony or balcony,120,4,3,Phone,Credit card,No-show,0
CUST-00836,BOOK-00836,Mila Järvinen,Estonia,2024-12-28,2025-06-17,2025-06-20,3,Summer,Standard Room,SR-32,Slope view,French balcony,French balcony or balcony,95,2,0,Corporate,Credit card,Completed,285
CUST-00837,BOOK-00837,Oliver Novak,Canada,2025-10-21,2025-11-25,2025-12-05,10,Winter,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Travel agency,Debit card,No-show,0
CUST-00838,BOOK-00838,Elias Kowalski,Sweden,2026-04-21,2026-04-29,2026-05-02,3,Winter,Standard View Room,SV-19,Slope view,French balcony,French balcony or balcony,120,2,2,Phone,Credit card,Completed,360
CUST-00839,BOOK-00839,Isla Rossi,Poland,2025-10-19,2026-03-10,2026-03-14,4,Winter,Standard View Room,SV-35,Slope view,French balcony,French balcony or balcony,120,2,0,Corporate,Online payment,Completed,480
CUST-00840,BOOK-00840,Nora Nieminen,Finland,2025-09-29,2025-11-28,2025-11-30,2,Winter,Standard View Room,SV-04,Forest view,Balcony,French balcony or balcony,120,3,2,Corporate,Credit card,Completed,240
CUST-00841,BOOK-00841,Leo Laine,United States,2025-04-21,2025-06-08,2025-06-15,7,Summer,Standard Room,SR-20,Forest view,Balcony,French balcony or balcony,95,1,0,Phone,Debit card,Completed,665
CUST-00842,BOOK-00842,Emilia Nieminen,Italy,2025-06-09,2025-10-28,2025-10-30,2,Shoulder,Standard View Room,SV-03,Forest view,French balcony,French balcony or balcony,120,2,1,Expedia,Debit card,Completed,240
CUST-00843,BOOK-00843,Sara Schmidt,Netherlands,2025-08-31,2026-01-14,2026-01-19,5,Winter,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Direct website,Credit card,No-show,0
CUST-00844,BOOK-00844,Oskari Nieminen,France,2025-10-19,2025-11-25,2025-12-02,7,Winter,Superior Room,SU-06,Slope view,French balcony,French balcony or balcony,140,2,0,Direct website,Online payment,Cancelled,0
CUST-00845,BOOK-00845,Eetu Korhonen,Canada,2025-08-02,2025-08-12,2025-08-13,1,Summer,Standard Room,SR-01,Slope view,Balcony,French balcony or balcony,95,2,0,Direct website,Credit card,Cancelled,0
CUST-00846,BOOK-00846,Olivia Johansson,Sweden,2025-08-23,2025-10-21,2025-10-27,6,Shoulder,Standard View Room,SV-13,Forest view,French balcony,French balcony or balcony,120,2,1,Corporate,Credit card,Cancelled,0
CUST-00847,BOOK-00847,Mikael Kowalski,Italy,2025-12-03,2026-05-05,2026-05-08,3,Shoulder,Standard View Room,SV-29,Slope view,French balcony,French balcony or balcony,120,3,0,Corporate,Invoice,Completed,360
CUST-00848,BOOK-00848,Sofia Brown,Austria,2025-07-14,2026-01-05,2026-01-11,6,Winter,Sky Suite,SS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,2,Travel agency,Invoice,Completed,1788
CUST-00849,BOOK-00849,Olivia Johansson,Netherlands,2026-02-14,2026-03-21,2026-03-26,5,Winter,Superior Family Room,SF-08,Forest view,French balcony,French balcony or balcony,170,2,1,Expedia,Credit card,Completed,850
CUST-00850,BOOK-00850,Ella Wilson,Italy,2025-07-04,2025-10-06,2025-10-12,6,Shoulder,Standard Room,SR-24,Slope view,Balcony,French balcony or balcony,100,3,1,Corporate,Credit card,Cancelled,0
CUST-00851,BOOK-00851,Liam Johansson,United States,2025-07-28,2025-08-03,2025-08-06,3,Summer,Superior Room,SU-20,Slope view,Balcony,French balcony or balcony,140,1,0,Expedia,Invoice,Completed,420
CUST-00852,BOOK-00852,Oliver Saarinen,Estonia,2026-04-05,2026-04-23,2026-04-29,6,Winter,Standard Room,SR-01,Slope view,Balcony,French balcony or balcony,100,2,1,Expedia,Online payment,No-show,0
CUST-00853,BOOK-00853,Leo Lehtonen,Denmark,2025-08-24,2026-02-09,2026-02-11,2,Winter,Superior Room,SU-06,Slope view,French balcony,French balcony or balcony,140,2,0,Travel agency,Online payment,No-show,0
CUST-00854,BOOK-00854,Linnea Korhonen,Belgium,2025-02-02,2025-06-22,2025-06-26,4,Summer,Standard Room,SR-47,Slope view,French balcony,French balcony or balcony,95,2,0,Direct website,Invoice,Completed,380
CUST-00855,BOOK-00855,Samuel Müller,Poland,2025-07-08,2025-07-28,2025-08-01,4,Summer,Standard Room,SR-06,Slope view,Balcony,French balcony or balcony,95,3,0,Expedia,Online payment,No-show,0
CUST-00856,BOOK-00856,Sara Wilson,Finland,2025-10-07,2025-11-19,2025-11-29,10,Winter,Deluxe Room,DR-02,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,1,2,Corporate,Credit card,Cancelled,0
CUST-00857,BOOK-00857,Laura Rossi,Belgium,2025-05-29,2025-07-25,2025-07-29,4,Summer,Superior Family Room,SF-05,Forest view,Balcony,French balcony or balcony,170,3,0,Phone,Debit card,No-show,0
CUST-00858,BOOK-00858,Felix Smith,Poland,2025-07-27,2025-12-13,2025-12-18,5,Winter,Superior Room,SU-03,Forest view,French balcony,French balcony or balcony,140,3,0,Direct website,Invoice,Completed,700
CUST-00859,BOOK-00859,Felix Salminen,Netherlands,2026-02-07,2026-05-04,2026-05-08,4,Shoulder,Standard View Room,SV-01,Forest view,French balcony,French balcony or balcony,120,3,3,Booking.com,Invoice,Completed,480
CUST-00860,BOOK-00860,Alexander Rantanen,Norway,2025-08-09,2025-11-09,2025-11-14,5,Winter,Standard Room,SR-17,Forest view,French balcony,French balcony or balcony,100,4,1,Corporate,Debit card,Cancelled,0
CUST-00861,BOOK-00861,Oscar Lehtonen,Poland,2025-07-26,2026-01-16,2026-01-22,6,Winter,Standard Room,SR-29,Forest view,French balcony,French balcony or balcony,100,2,1,Expedia,Online payment,Completed,600
CUST-00862,BOOK-00862,Julia Martin,France,2025-06-13,2025-07-31,2025-08-02,2,Summer,Standard View Room,SV-18,Slope view,Balcony,French balcony or balcony,120,1,0,Expedia,Invoice,No-show,0
CUST-00863,BOOK-00863,Emma Nieminen,Germany,2025-03-11,2025-07-22,2025-07-24,2,Summer,Standard Room,SR-15,Slope view,Balcony,French balcony or balcony,95,4,0,Travel agency,Debit card,Completed,190
CUST-00864,BOOK-00864,Laura Wilson,Denmark,2025-10-16,2025-10-29,2025-10-31,2,Shoulder,Deluxe Room,DR-01,Slope view,French balcony,Bathtub and sauna; French balcony or balcony,200,3,0,Travel agency,Invoice,Completed,400
CUST-00865,BOOK-00865,Mila Bianchi,United Kingdom,2025-11-18,2026-04-19,2026-04-23,4,Winter,Superior Family Room,SF-02,Forest view,French balcony,French balcony or balcony,170,2,0,Corporate,Online payment,Cancelled,0
CUST-00866,BOOK-00866,Adam Bianchi,Italy,2026-04-16,2026-05-12,2026-05-17,5,Shoulder,Standard View Room,SV-19,Slope view,French balcony,French balcony or balcony,120,2,0,Corporate,Invoice,Completed,600
CUST-00867,BOOK-00867,Ella Müller,France,2025-07-05,2025-10-25,2025-10-28,3,Shoulder,Standard Room,SR-40,Forest view,Balcony,French balcony or balcony,100,2,1,Direct website,Online payment,Completed,300
CUST-00868,BOOK-00868,Nora Novak,United Kingdom,2025-08-10,2025-10-24,2025-10-26,2,Shoulder,Standard Room,SR-04,Forest view,Balcony,French balcony or balcony,100,4,1,Booking.com,Online payment,Cancelled,0
CUST-00869,BOOK-00869,Elias Wilson,Sweden,2025-03-25,2025-08-12,2025-08-14,2,Summer,Standard View Room,SV-34,Forest view,French balcony,French balcony or balcony,120,1,1,Direct website,Online payment,Completed,240
CUST-00870,BOOK-00870,Elsa Laine,United States,2025-06-28,2025-09-13,2025-09-16,3,Shoulder,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,2,Direct website,Invoice,Cancelled,0
CUST-00871,BOOK-00871,Eetu Petrov,Belgium,2025-12-17,2026-01-08,2026-01-12,4,Winter,Standard Room,SR-09,Forest view,French balcony,French balcony or balcony,100,3,0,Corporate,Online payment,Completed,400
CUST-00872,BOOK-00872,Anna Novak,Sweden,2025-06-30,2025-10-20,2025-10-24,4,Shoulder,Superior Room,SU-19,Slope view,French balcony,French balcony or balcony,140,4,1,Expedia,Debit card,Completed,560
CUST-00873,BOOK-00873,Matti Laine,Austria,2026-01-14,2026-03-13,2026-03-18,5,Winter,Deluxe Room,DR-01,Slope view,French balcony,Bathtub and sauna; French balcony or balcony,200,2,0,Booking.com,Invoice,Completed,1000
CUST-00874,BOOK-00874,Lucas Korhonen,Poland,2025-10-04,2025-10-23,2025-10-25,2,Shoulder,Superior Room,SU-16,Forest view,Balcony,French balcony or balcony,140,2,0,Booking.com,Credit card,No-show,0
CUST-00875,BOOK-00875,Matti Martin,Belgium,2025-08-29,2026-01-01,2026-01-06,5,Winter,Superior Room,SU-18,Slope view,French balcony,French balcony or balcony,140,3,1,Expedia,Invoice,No-show,0
CUST-00876,BOOK-00876,Hugo Salminen,Denmark,2025-12-10,2026-02-06,2026-02-12,6,Winter,Standard View Room,SV-08,Forest view,French balcony,French balcony or balcony,120,4,2,Expedia,Invoice,No-show,0
CUST-00877,BOOK-00877,Alma Petrov,Estonia,2025-07-28,2026-01-15,2026-01-18,3,Winter,Superior Room,SU-18,Slope view,French balcony,French balcony or balcony,140,2,0,Booking.com,Invoice,Completed,420
CUST-00878,BOOK-00878,Oskari Smith,France,2025-10-23,2026-02-06,2026-02-10,4,Winter,Superior Room,SU-16,Forest view,French balcony,French balcony or balcony,140,2,0,Phone,Online payment,Completed,560
CUST-00879,BOOK-00879,Leo Saarinen,Canada,2025-10-31,2025-12-28,2025-12-31,3,Winter,Standard View Room,SV-37,Forest view,Balcony,French balcony or balcony,120,3,0,Travel agency,Invoice,Completed,360
CUST-00880,BOOK-00880,Mikael Laine,Finland,2025-09-15,2025-09-22,2025-09-26,4,Shoulder,Standard Room,SR-28,Slope view,Balcony,French balcony or balcony,100,2,1,Expedia,Credit card,Completed,400
CUST-00881,BOOK-00881,Emma Müller,Austria,2026-03-03,2026-05-02,2026-05-03,1,Shoulder,Standard Room,SR-29,Forest view,Balcony,French balcony or balcony,100,3,2,Expedia,Invoice,Completed,100
CUST-00882,BOOK-00882,Elias Silva,Denmark,2025-05-12,2025-09-19,2025-09-23,4,Shoulder,Standard Room,SR-46,Slope view,Balcony,French balcony or balcony,100,3,0,Expedia,Online payment,Completed,400
CUST-00883,BOOK-00883,Oskari Bianchi,Denmark,2025-03-07,2025-06-13,2025-06-16,3,Summer,Superior Family Room,SF-08,Forest view,Balcony,French balcony or balcony,170,2,1,Expedia,Credit card,Completed,510
CUST-00884,BOOK-00884,Elias Korhonen,Germany,2025-06-14,2025-07-10,2025-07-12,2,Summer,Superior Room,SU-17,Slope view,Balcony,French balcony or balcony,140,2,1,Expedia,Online payment,Cancelled,0
CUST-00885,BOOK-00885,Ava Mäkinen,Italy,2025-07-19,2026-01-04,2026-01-08,4,Winter,Standard Room,SR-02,Slope view,Balcony,French balcony or balcony,100,2,0,Booking.com,Invoice,Cancelled,0
CUST-00886,BOOK-00886,Adam Lehtonen,Austria,2026-03-09,2026-03-15,2026-03-18,3,Winter,Standard Room,SR-45,Forest view,Balcony,French balcony or balcony,100,3,2,Corporate,Credit card,No-show,0
CUST-00887,BOOK-00887,Theo Rantanen,Canada,2025-08-25,2026-01-18,2026-01-21,3,Winter,Deluxe Sky Suite,DS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,700,3,0,Phone,Credit card,Completed,2100
CUST-00888,BOOK-00888,Laura Lehtonen,Norway,2025-06-11,2025-07-19,2025-07-23,4,Summer,Standard Room,SR-36,Slope view,Balcony,French balcony or balcony,95,2,0,Phone,Debit card,Cancelled,0
CUST-00889,BOOK-00889,Noah Virtanen,Estonia,2025-01-04,2025-07-01,2025-07-06,5,Summer,Standard Room,SR-14,Slope view,Balcony,French balcony or balcony,95,3,0,Booking.com,Invoice,Completed,475
CUST-00890,BOOK-00890,Alma Rossi,Canada,2025-10-25,2026-03-07,2026-03-11,4,Winter,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,4,0,Direct website,Invoice,Completed,1192
CUST-00891,BOOK-00891,Emma Järvinen,United States,2025-07-05,2025-08-05,2025-08-10,5,Summer,Standard Room,SR-10,Forest view,French balcony,French balcony or balcony,95,4,0,Phone,Invoice,Completed,475
CUST-00892,BOOK-00892,Sara Mäkinen,Poland,2025-05-26,2025-08-11,2025-08-16,5,Summer,Standard View Room,SV-25,Forest view,Balcony,French balcony or balcony,120,2,1,Expedia,Debit card,Completed,600
CUST-00893,BOOK-00893,Samuel Smith,Italy,2025-04-12,2025-08-12,2025-08-15,3,Summer,Superior Room,SU-02,Slope view,Balcony,French balcony or balcony,140,2,0,Phone,Debit card,No-show,0
CUST-00894,BOOK-00894,Alexander Heikkinen,Germany,2025-04-24,2025-08-24,2025-08-28,4,Summer,Superior Family Room,SF-04,Forest view,French balcony,French balcony or balcony,170,4,0,Phone,Debit card,Completed,680
CUST-00895,BOOK-00895,Leo Wilson,United States,2025-04-10,2025-09-11,2025-09-16,5,Shoulder,Standard View Room,SV-02,Forest view,French balcony,French balcony or balcony,120,1,1,Booking.com,Online payment,Completed,600
CUST-00896,BOOK-00896,Laura Bianchi,Spain,2026-01-12,2026-04-18,2026-04-19,1,Winter,Standard Room,SR-23,Forest view,Balcony,French balcony or balcony,100,4,0,Phone,Debit card,Cancelled,0
CUST-00897,BOOK-00897,Liam Saarinen,Denmark,2025-06-06,2025-07-10,2025-07-14,4,Summer,Standard Room,SR-12,Slope view,Balcony,French balcony or balcony,95,2,1,Corporate,Online payment,Completed,380
CUST-00898,BOOK-00898,Nora Järvinen,Norway,2025-11-04,2026-04-12,2026-04-17,5,Winter,Standard View Room,SV-35,Slope view,French balcony,French balcony or balcony,120,2,0,Direct website,Online payment,Completed,600
CUST-00899,BOOK-00899,Isla Dubois,Canada,2025-04-16,2025-07-10,2025-07-17,7,Summer,Standard Room,SR-06,Slope view,Balcony,French balcony or balcony,95,2,0,Corporate,Invoice,Cancelled,0
CUST-00900,BOOK-00900,Elsa Koskinen,Norway,2025-07-08,2025-12-11,2025-12-17,6,Winter,Superior Room,SU-04,Forest view,French balcony,French balcony or balcony,140,4,2,Expedia,Debit card,Completed,840
CUST-00901,BOOK-00901,Eetu Brown,Poland,2025-07-26,2026-01-10,2026-01-14,4,Winter,Standard View Room,SV-30,Slope view,Balcony,French balcony or balcony,120,2,2,Travel agency,Online payment,Completed,480
CUST-00902,BOOK-00902,Olivia Rantanen,United Kingdom,2025-12-31,2026-01-04,2026-01-07,3,Winter,Standard View Room,SV-16,Slope view,French balcony,French balcony or balcony,120,2,0,Direct website,Online payment,Completed,360
CUST-00903,BOOK-00903,Aino Wilson,Italy,2025-11-06,2025-11-16,2025-11-18,2,Winter,Standard View Room,SV-15,Forest view,Balcony,French balcony or balcony,120,3,0,Phone,Online payment,No-show,0
CUST-00904,BOOK-00904,Hugo Wilson,United States,2025-06-14,2025-10-19,2025-10-24,5,Shoulder,Deluxe Sky Suite,DS-03,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,500,2,2,Corporate,Credit card,Completed,2500
CUST-00905,BOOK-00905,Liam Schmidt,Germany,2025-05-28,2025-06-20,2025-06-23,3,Summer,Superior Room,SU-17,Slope view,Balcony,French balcony or balcony,140,3,0,Travel agency,Credit card,Completed,420
CUST-00906,BOOK-00906,Elias Koskinen,Estonia,2025-09-24,2025-11-08,2025-11-10,2,Winter,Standard View Room,SV-39,Forest view,Balcony,French balcony or balcony,120,2,2,Travel agency,Invoice,Completed,240
CUST-00907,BOOK-00907,Noah Bianchi,Italy,2026-04-15,2026-05-08,2026-05-13,5,Shoulder,Standard Room,SR-17,Forest view,French balcony,French balcony or balcony,100,2,0,Booking.com,Invoice,No-show,0
CUST-00908,BOOK-00908,Daniel Saarinen,Belgium,2025-07-27,2025-08-28,2025-09-02,5,Summer,Deluxe Room,DR-01,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,2,1,Direct website,Invoice,Completed,1000
CUST-00909,BOOK-00909,Liam Koskinen,Finland,2025-06-01,2025-07-16,2025-07-18,2,Summer,Standard Room,SR-31,Forest view,French balcony,French balcony or balcony,95,2,0,Direct website,Debit card,Completed,190
CUST-00910,BOOK-00910,Mila Salminen,Sweden,2025-07-29,2025-11-05,2025-11-11,6,Winter,Superior Room,SU-05,Slope view,Balcony,French balcony or balcony,140,2,0,Expedia,Invoice,Completed,840
CUST-00911,BOOK-00911,Sara Saarinen,United States,2025-07-17,2025-09-24,2025-09-30,6,Shoulder,Standard Room,SR-35,Forest view,French balcony,French balcony or balcony,100,2,0,Expedia,Invoice,Completed,600
CUST-00912,BOOK-00912,Olivia Laine,France,2025-12-28,2026-04-20,2026-04-25,5,Winter,Standard Room,SR-23,Forest view,Balcony,French balcony or balcony,100,3,1,Expedia,Debit card,No-show,0
CUST-00913,BOOK-00913,Oliver Smith,France,2025-09-16,2025-11-23,2025-11-28,5,Winter,Standard View Room,SV-35,Slope view,French balcony,French balcony or balcony,120,2,0,Direct website,Debit card,Completed,600
CUST-00914,BOOK-00914,Olivia Dubois,Sweden,2025-11-07,2026-01-30,2026-02-01,2,Winter,Standard View Room,SV-36,Forest view,French balcony,French balcony or balcony,120,2,2,Direct website,Debit card,No-show,0
CUST-00915,BOOK-00915,Liam Kowalski,Belgium,2025-10-14,2026-01-02,2026-01-06,4,Winter,Standard Room,SR-22,Slope view,French balcony,French balcony or balcony,100,2,0,Direct website,Invoice,Completed,400
CUST-00916,BOOK-00916,Hugo Müller,Netherlands,2026-02-05,2026-04-12,2026-04-16,4,Winter,Standard View Room,SV-11,Slope view,Balcony,French balcony or balcony,120,2,0,Travel agency,Online payment,Cancelled,0
CUST-00917,BOOK-00917,Sofia Andersen,Poland,2025-04-12,2025-06-21,2025-07-01,10,Summer,Deluxe Room,DR-02,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,2,0,Booking.com,Online payment,No-show,0
